geo_id,prompt
11785,"The name of this POI is Chrysler Building. The latitude and longitude of the POI are 40.751633 North and 73.975885 West.
 The postcode of the POI is 10037."
11786,"The name of this POI is 70th Road. The latitude and longitude of the POI are 40.720754 North and 73.84572 West.
 The postcode of the POI is 11375."
11787,"The name of this POI is Bern Dibner Library of Science and Technology. The latitude and longitude of the POI are 40.694558 North and 73.985785 West.
 The POI is located at 5 MetroTech in Brooklyn. The postcode of the POI is 11201."
11788,"The name of this POI is New York Life Building. The latitude and longitude of the POI are 40.742537 North and 73.984829 West.
 The postcode of the POI is 10037."
11789,"The latitude and longitude of the POI are 40.74428 North and 73.996389 West.
 The POI is located at 208 West 23rd Street. The postcode of the POI is 10011."
11790,"The name of this POI is Chase. The latitude and longitude of the POI are 40.752896 North and 73.989397 West.
 The postcode of the POI is 10018."
11791,"The latitude and longitude of the POI are 40.776739 North and 73.81465 West.
 The POI is located at 24-11 150th Street. The postcode of the POI is 11357."
11792,"The name of this POI is 1st Avenue. The latitude and longitude of the POI are 40.751778 North and 73.967831 West.
 The postcode of the POI is 10017."
11793,"The name of this POI is Citi Field. The latitude and longitude of the POI are 40.756035 North and 73.846235 West.
 The POI is located at 41 Seaver Way in Queens. The postcode of the POI is 11368."
11794,"The latitude and longitude of the POI are 40.755541 North and 73.845964 West.
 The postcode of the POI is 11368."
11795,"The latitude and longitude of the POI are 40.750394 North and 74.006116 West.
 The POI is located at 221 11th Avenue. The postcode of the POI is 10001."
11796,"The latitude and longitude of the POI are 40.726177 North and 73.870362 West.
 The POI is located at 62-40 Woodhaven Boulevard. The postcode of the POI is 11379."
11797,"The latitude and longitude of the POI are 40.743534 North and 73.986268 West.
 The POI is located at 62 Madison Avenue. The postcode of the POI is 10016."
11798,"The name of this POI is P.S. 17 - Henry David Thoreau School. The latitude and longitude of the POI are 40.767787 North and 73.923177 West.
 The postcode of the POI is 11102."
11799,"The latitude and longitude of the POI are 40.734317 North and 73.986524 West.
 The POI is located at 160 3rd Avenue. The postcode of the POI is 10003."
11800,"The name of this POI is Terrace Drive. The latitude and longitude of the POI are 40.772466 North and 73.967128 West.
 The postcode of the POI is 10065."
11801,"The name of this POI is Waterview Towers. The latitude and longitude of the POI are 40.589543 North and 73.990972 West.
 The POI is located at 2630;2640 Cropsey Avenue. The postcode of the POI is 11224."
11802,"The name of this POI is 215th Street. The latitude and longitude of the POI are 40.869392 North and 73.915243 West.
 The postcode of the POI is 10034."
11803,"The latitude and longitude of the POI are 40.684418 North and 73.992083 West.
 The POI is located at 214 Smith Street. The postcode of the POI is 11201."
11804,"The latitude and longitude of the POI are 40.76119 North and 73.991029 West.
 The POI is located at 671 West 46th Street. The postcode of the POI is 10036."
11805,"The latitude and longitude of the POI are 40.706957 North and 74.005823 West.
 The postcode of the POI is 10038."
11806,"The name of this POI is Shakespeare Garden. The latitude and longitude of the POI are 40.779729 North and 73.969917 West.
 The postcode of the POI is 10024."
11807,"The latitude and longitude of the POI are 40.608056 North and 73.960648 West.
 The POI is located at 1201 Quentin Road in Brooklyn. The postcode of the POI is 11229."
11808,"The latitude and longitude of the POI are 40.842205 North and 73.939137 West.
 The POI is located at 601 West 170th Street. The postcode of the POI is 10032."
11809,"The latitude and longitude of the POI are 40.834294 North and 73.944446 West.
 The POI is located at 3788 Broadway. The postcode of the POI is 10032."
11810,"The latitude and longitude of the POI are 40.516964 North and 74.196146 West.
 The POI is located at 375 Seguine Avenue. The postcode of the POI is 10309."
11811,"The name of this POI is Fashion Institute of Technology. The latitude and longitude of the POI are 40.747371 North and 73.995173 West.
 The postcode of the POI is 10001."
11812,"The latitude and longitude of the POI are 40.712378 North and 73.826172 West.
 The POI is located at 125-01 Queens Boulevard. The postcode of the POI is 11415."
11813,"The name of this POI is Church of St. Paul and St. Andrew. The latitude and longitude of the POI are 40.788895 North and 73.977536 West.
 The POI is located at 263 West 86th Street in New York. The postcode of the POI is 10024."
11814,"The latitude and longitude of the POI are 40.753834 North and 73.9892 West.
 The POI is located at 209 West 38th Street. The postcode of the POI is 10018."
11815,"The latitude and longitude of the POI are 40.728128 North and 74.005158 West.
 The POI is located at 200 Varick Street in New York. The postcode of the POI is 10014."
11816,"The latitude and longitude of the POI are 40.742718 North and 74.008199 West.
 The POI is located at 501 West 15th Street. The postcode of the POI is 10011."
11817,"The name of this POI is 1166 Avenue of the Americas. The latitude and longitude of the POI are 40.756979 North and 73.981996 West.
 The POI is located at 1166 6th Avenue in New York. The postcode of the POI is 10036."
11818,"The latitude and longitude of the POI are 40.772709 North and 73.971462 West.
 The postcode of the POI is 10153."
11819,"The latitude and longitude of the POI are 40.725188 North and 74.01093 West.
 The postcode of the POI is 10005."
11820,"The name of this POI is Almira Kennedy Coursey Amphitheater. The latitude and longitude of the POI are 40.689555 North and 73.946099 West.
 The postcode of the POI is 11221."
11821,"The name of this POI is Nereid Avenue. The latitude and longitude of the POI are 40.89843 North and 73.854346 West.
 The postcode of the POI is 10470."
11822,"The name of this POI is New York City Supreme Court. The latitude and longitude of the POI are 40.717416 North and 74.00778 West.
 The postcode of the POI is 10012."
11823,"The name of this POI is College of Staten Island. The latitude and longitude of the POI are 40.601832 North and 74.15013 West.
 The POI is located at 2800 Victory Boulevard in Staten Island. The postcode of the POI is 10314."
11824,"The name of this POI is Hyatt Place. The latitude and longitude of the POI are 40.756307 North and 73.993566 West.
 The POI is located at 350 West 39th Street in New York. The postcode of the POI is 10018."
11825,"The latitude and longitude of the POI are 40.615119 North and 73.994203 West.
 The POI is located at 1780 72nd Street. The postcode of the POI is 11204."
11826,"The name of this POI is Powell Building. The latitude and longitude of the POI are 40.719269 North and 74.00875 West.
 The postcode of the POI is 10005."
11827,"The name of this POI is IAC Building. The latitude and longitude of the POI are 40.745456 North and 74.007866 West.
 The postcode of the POI is 10011."
11828,"The name of this POI is The City Don't Sleep. The latitude and longitude of the POI are 40.700264 North and 73.831132 West.
 The postcode of the POI is 11418."
11829,"The latitude and longitude of the POI are 40.747257 North and 73.995581 West.
 The POI is located at 236 West 27th Street. The postcode of the POI is 10001."
11830,"The latitude and longitude of the POI are 40.729228 North and 74.001162 West.
 The POI is located at 93 Mac Dougal Street. The postcode of the POI is 10012."
11831,"The latitude and longitude of the POI are 40.726895 North and 74.002056 West.
 The POI is located at 138 Sullivan Street. The postcode of the POI is 10012."
11832,"The latitude and longitude of the POI are 40.611722 North and 74.15903 West.
 The POI is located at 1497 Richmond Avenue. The postcode of the POI is 10314."
11833,"The latitude and longitude of the POI are 40.629775 North and 73.918719 West.
 The POI is located at 1958 Ralph Avenue. The postcode of the POI is 11234."
11834,"The latitude and longitude of the POI are 40.784087 North and 73.97379 West.
 The POI is located at 465 Columbus Avenue. The postcode of the POI is 10024."
11835,"The name of this POI is Walgreens. The latitude and longitude of the POI are 40.56009 North and 74.166484 West.
 The POI is located at 758 Arthur Kill Road in Staten Island. The postcode of the POI is 10312."
11836,"The latitude and longitude of the POI are 40.848375 North and 73.855486 West.
 The POI is located at 1800 Paulding Avenue. The postcode of the POI is 10461."
11837,"The name of this POI is Chuck E. Cheese. The latitude and longitude of the POI are 40.600334 North and 74.192991 West.
 The postcode of the POI is 7008."
11838,"The name of this POI is Key Food. The latitude and longitude of the POI are 40.718398 North and 73.816927 West.
 The postcode of the POI is 11367."
11839,"The latitude and longitude of the POI are 40.756225 North and 73.881152 West.
 The POI is located at 86-11 Northern Boulevard. The postcode of the POI is 11369."
11840,"The name of this POI is Howard Beach. The latitude and longitude of the POI are 40.661041 North and 73.829623 West.
 The postcode of the POI is 11414."
11841,"The name of this POI is Francis Lewis High School. The latitude and longitude of the POI are 40.740578 North and 73.793614 West.
 The postcode of the POI is 11365."
11842,"The name of this POI is Broadway & Reade Street. The latitude and longitude of the POI are 40.714818 North and 74.005847 West.
 The postcode of the POI is 10003."
11843,"The latitude and longitude of the POI are 40.755119 North and 73.9712 West.
 The POI is located at 204 East 49th Street. The postcode of the POI is 10017."
11844,"The latitude and longitude of the POI are 40.758375 North and 73.975582 West.
 The POI is located at 460 Madison Avenue. The postcode of the POI is 10022."
11845,"The latitude and longitude of the POI are 40.740567 North and 74.005427 West.
 The postcode of the POI is 10011."
11846,"The name of this POI is 425 Lexington. The latitude and longitude of the POI are 40.75212 North and 73.975195 West.
 The POI is located at 425 Lexington Avenue in New York. The postcode of the POI is 10017."
11847,"The name of this POI is 59th Street - Columbus Circle (1). The latitude and longitude of the POI are 40.768546 North and 73.98226 West.
 The postcode of the POI is 10107."
11848,"The latitude and longitude of the POI are 40.805917 North and 73.888826 West.
 The POI is located at 1201 Viele Avenue. The postcode of the POI is 10474."
11849,"The name of this POI is Teachers College. The latitude and longitude of the POI are 40.810214 North and 73.959899 West.
 The postcode of the POI is 10027."
11850,"The name of this POI is El Catano Community Garden. The latitude and longitude of the POI are 40.794404 North and 73.943264 West.
 The postcode of the POI is 10029."
11851,"The name of this POI is New York City College of Technology. The latitude and longitude of the POI are 40.69867 North and 73.987098 West.
 The postcode of the POI is 11242."
11852,"The name of this POI is Mimi Nails & Spa. The latitude and longitude of the POI are 40.689302 North and 73.983178 West.
 The POI is located at 9A Bond Street. The postcode of the POI is 11201."
11853,"The name of this POI is American Museum of Natural History. The latitude and longitude of the POI are 40.780996 North and 73.973737 West.
 The POI is located at 180 Central Park West in New York. The postcode of the POI is 10024."
11854,"The latitude and longitude of the POI are 40.738412 North and 74.001887 West.
 The POI is located at 230 West 13th Street. The postcode of the POI is 10011."
11855,"The latitude and longitude of the POI are 40.74666 North and 73.944682 West.
 The POI is located at 23-24 45th Avenue. The postcode of the POI is 11101."
11856,"The name of this POI is Southern Boulevard & Freeman Street. The latitude and longitude of the POI are 40.830108 North and 73.891887 West.
 The postcode of the POI is 10458."
11857,"The name of this POI is The Dominick. The latitude and longitude of the POI are 40.725401 North and 74.005594 West.
 The POI is located at 246 Spring Street in New York. The postcode of the POI is 10013."
11858,"The name of this POI is Belt Parkway. The latitude and longitude of the POI are 40.631038 North and 73.885008 West.
 The postcode of the POI is 11239."
11859,"The name of this POI is 28th Street. The latitude and longitude of the POI are 40.746607 North and 73.993649 West.
 The postcode of the POI is 10001."
11860,"The latitude and longitude of the POI are 40.710812 North and 73.852304 West.
 The POI is located at 100-27 Metropolitan Avenue. The postcode of the POI is 11375."
11861,"The name of this POI is Astoria Park Parking. The latitude and longitude of the POI are 40.77639 North and 73.925543 West.
 The postcode of the POI is 11102."
11862,"The latitude and longitude of the POI are 40.767689 North and 73.747881 West.
 The POI is located at 42-36 235th Street. The postcode of the POI is 11363."
11863,"The latitude and longitude of the POI are 40.76391 North and 73.991586 West.
 The POI is located at 459 West 49th Street. The postcode of the POI is 10019."
11864,"The latitude and longitude of the POI are 40.635472 North and 73.962659 West.
 The POI is located at 5 Newkirk Plaza. The postcode of the POI is 11226."
11865,"The name of this POI is 8th Avenue. The latitude and longitude of the POI are 40.739768 North and 74.002644 West.
 The postcode of the POI is 10011."
11866,"The name of this POI is Bay Plaza Boulevard. The latitude and longitude of the POI are 40.867379 North and 73.828683 West.
 The postcode of the POI is 10475."
11867,"The latitude and longitude of the POI are 40.843401 North and 73.942282 West.
 The POI is located at 245 Fort Washington Avenue. The postcode of the POI is 10032."
11868,"The latitude and longitude of the POI are 40.763901 North and 73.963394 West.
 The POI is located at 210 East 64th Street. The postcode of the POI is 10065."
11869,"The name of this POI is MacMillan Building. The latitude and longitude of the POI are 40.757667 North and 73.96961 West.
 The postcode of the POI is 10035."
11870,"The name of this POI is 125th Street. The latitude and longitude of the POI are 40.804499 North and 73.93738 West.
 The postcode of the POI is 10037."
11871,"The name of this POI is Eye Q Optical. The latitude and longitude of the POI are 40.723876 North and 73.848102 West.
 The postcode of the POI is 11375."
11872,"The name of this POI is Maspeth Avenue. The latitude and longitude of the POI are 40.723133 North and 73.920967 West.
 The postcode of the POI is 11378."
11873,"The name of this POI is Saint Bernard's School. The latitude and longitude of the POI are 40.78886 North and 73.954039 West.
 The POI is located at 4 East 98th Street. The postcode of the POI is 10029."
11874,"The latitude and longitude of the POI are 40.71383 North and 73.933804 West.
 The POI is located at 1039 Grand Street. The postcode of the POI is 11211."
11875,"The latitude and longitude of the POI are 40.835487 North and 73.833053 West.
 The POI is located at 3240 East Tremont Avenue. The postcode of the POI is 10461."
11876,"The name of this POI is John Jay College of Criminal Justice. The latitude and longitude of the POI are 40.770181 North and 73.987897 West.
 The postcode of the POI is 10019."
11877,"The latitude and longitude of the POI are 40.73961 North and 74.004572 West.
 The POI is located at 327 West 13th Street. The postcode of the POI is 10014."
11878,"The latitude and longitude of the POI are 40.652247 North and 73.838532 West.
 The POI is located at 163-02 Cross Bay Boulevard. The postcode of the POI is 11414."
11879,"The latitude and longitude of the POI are 40.835533 North and 73.921399 West.
 The POI is located at 1197 River Avenue. The postcode of the POI is 10452."
11880,"The name of this POI is Milstein Hospital Building. The latitude and longitude of the POI are 40.841394 North and 73.942931 West.
 The postcode of the POI is 10040."
11881,"The name of this POI is 550 Madison Avenue. The latitude and longitude of the POI are 40.761301 North and 73.973308 West.
 The POI is located at 550 Madison Avenue. The postcode of the POI is 10037."
11882,"The latitude and longitude of the POI are 40.821 North and 73.891942 West.
 The POI is located at 1029 East 163rd Street. The postcode of the POI is 10459."
11883,"The name of this POI is Georgian Building. The latitude and longitude of the POI are 40.727434 North and 74.005704 West.
 The POI is located at 175 Varick Street in New York. The postcode of the POI is 10014."
11884,"The latitude and longitude of the POI are 40.723082 North and 73.998679 West.
 The POI is located at 532 Broadway. The postcode of the POI is 10012."
11885,"The latitude and longitude of the POI are 40.869241 North and 73.90325 West.
 The POI is located at 135 West Kingsbridge Road. The postcode of the POI is 10468."
11886,"The name of this POI is World Apparel Center. The latitude and longitude of the POI are 40.754149 North and 73.987598 West.
 The POI is located at 1411 Broadway in New York. The postcode of the POI is 10018."
11887,"The name of this POI is Rockefeller Center. The latitude and longitude of the POI are 40.759259 North and 73.979333 West.
 The POI is located at 45 Rockefeller Plaza in New York. The postcode of the POI is 10111."
11888,"The latitude and longitude of the POI are 40.730156 North and 74.005019 West.
 The POI is located at 20 7th Avenue South. The postcode of the POI is 10014."
11889,"The name of this POI is 57th Street-7th Avenue. The latitude and longitude of the POI are 40.764623 North and 73.980653 West.
 The postcode of the POI is 10019."
11890,"The name of this POI is Austin Nichols House. The latitude and longitude of the POI are 40.718534 North and 73.964118 West.
 The postcode of the POI is 11211."
11891,"The name of this POI is USTA Billie Jean King National Tennis Center. The latitude and longitude of the POI are 40.74963 North and 73.846965 West.
 The postcode of the POI is 11368."
11892,"The latitude and longitude of the POI are 40.725222 North and 74.007958 West.
 The POI is located at 261 Hudson Street in New York. The postcode of the POI is 10014."
11893,"The latitude and longitude of the POI are 40.776544 North and 73.980732 West.
 The POI is located at 127 West 70th Street. The postcode of the POI is 10023."
11894,"The name of this POI is 66th Street - Lincoln Center. The latitude and longitude of the POI are 40.77348 North and 73.982059 West.
 The postcode of the POI is 10025."
11895,"The name of this POI is Manhattan College. The latitude and longitude of the POI are 40.89071 North and 73.900995 West.
 The POI is located at 4513 Manhattan College Parkway in Bronx. The postcode of the POI is 10471."
11896,"The latitude and longitude of the POI are 40.745527 North and 73.996355 West.
 The POI is located at 225 West 24th Street in New York. The postcode of the POI is 10001."
11897,"The latitude and longitude of the POI are 40.727876 North and 73.991299 West.
 The POI is located at 20 Cooper Square in New York. The postcode of the POI is 10003."
11898,"The name of this POI is Woodstock Tower. The latitude and longitude of the POI are 40.749091 North and 73.971527 West.
 The POI is located at 320 East 42nd Street in New York. The postcode of the POI is 10017."
11899,"The name of this POI is Madison Square Garden. The latitude and longitude of the POI are 40.750085 North and 73.993092 West.
 The POI is located at 4 Pennsylvania Plaza in New York. The postcode of the POI is 10001."
11900,"The name of this POI is Chauncey Street. The latitude and longitude of the POI are 40.6829 North and 73.910469 West.
 The postcode of the POI is 11233."
11901,"The latitude and longitude of the POI are 40.737026 North and 73.707712 West.
 The POI is located at 260-10 Hillside Avenue. The postcode of the POI is 11001."
11902,"The latitude and longitude of the POI are 40.78904 North and 73.814004 West.
 The POI is located at 12-64 150th Street. The postcode of the POI is 11357."
11903,"The latitude and longitude of the POI are 40.767018 North and 73.968238 West.
 The POI is located at 33 East 65th Street. The postcode of the POI is 10021."
11904,"The name of this POI is Metropolitan Avenue–Lorimer Street. The latitude and longitude of the POI are 40.71407 North and 73.950175 West.
 The postcode of the POI is 11211."
11905,"The latitude and longitude of the POI are 40.757557 North and 73.783612 West.
 The POI is located at 196-56 Northern Boulevard. The postcode of the POI is 11358."
11906,"The name of this POI is 37th Street Food Market. The latitude and longitude of the POI are 40.756376 North and 73.9976 West.
 The postcode of the POI is 10018."
11907,"The name of this POI is Marine Air Terminal. The latitude and longitude of the POI are 40.773457 North and 73.885889 West.
 The postcode of the POI is 11371."
11908,"The name of this POI is Bayside Chrysler Jeep Dodge. The latitude and longitude of the POI are 40.760088 North and 73.770914 West.
 The POI is located at 212-19 Northern Boulevard. The postcode of the POI is 11361."
11909,"The latitude and longitude of the POI are 40.713254 North and 74.011464 West.
 The postcode of the POI is 10008."
11910,"The name of this POI is 425 Fifth Avenue. The latitude and longitude of the POI are 40.750875 North and 73.982461 West.
 The POI is located at 425 Fifth Avenue in New York. The postcode of the POI is 10018."
11911,"The name of this POI is Manhattan School for Career Development. The latitude and longitude of the POI are 40.725539 North and 73.987753 West.
 The POI is located at 113 East 4th Street in New York. The postcode of the POI is 10003."
11912,"The latitude and longitude of the POI are 40.544677 North and 74.218216 West.
 The POI is located at 177 Shiel Avenue. The postcode of the POI is 10309."
11913,"The name of this POI is Avenue P. The latitude and longitude of the POI are 40.609069 North and 73.973111 West.
 The postcode of the POI is 11229."
11914,"The latitude and longitude of the POI are 40.631212 North and 73.949153 West.
 The POI is located at 2920 Campus Road. The postcode of the POI is 11210."
11915,"The latitude and longitude of the POI are 40.839349 North and 73.937414 West.
 The POI is located at 501 West 167th Street. The postcode of the POI is 10032."
11916,"The latitude and longitude of the POI are 40.632334 North and 73.947925 West.
 The POI is located at 2146 Nostrand Avenue. The postcode of the POI is 11210."
11917,"The latitude and longitude of the POI are 40.632521 North and 73.948172 West.
 The POI is located at 13 Hillel Place. The postcode of the POI is 11210."
11918,"The latitude and longitude of the POI are 40.708068 North and 74.009634 West.
 The postcode of the POI is 10045."
11919,"The latitude and longitude of the POI are 40.739239 North and 73.991548 West.
 The POI is located at 142 5th Avenue. The postcode of the POI is 10011."
11920,"The latitude and longitude of the POI are 40.729934 North and 73.999442 West.
 The POI is located at 235 Sullivan Street. The postcode of the POI is 10012."
11921,"The latitude and longitude of the POI are 40.762821 North and 73.975858 West.
 The POI is located at 24 West 56th Street. The postcode of the POI is 10019."
11922,"The name of this POI is Coco. The latitude and longitude of the POI are 40.741794 North and 73.880799 West.
 The POI is located at 82-69 Broadway. The postcode of the POI is 11373."
11923,"The latitude and longitude of the POI are 40.759117 North and 73.969134 West.
 The POI is located at 160 East 55th Street in New York. The postcode of the POI is 10022."
11924,"The latitude and longitude of the POI are 40.722592 North and 74.001417 West.
 The POI is located at 470 Broome Street. The postcode of the POI is 10013."
11925,"The name of this POI is 68th Street-Hunter College. The latitude and longitude of the POI are 40.767765 North and 73.964077 West.
 The postcode of the POI is 10021."
11926,"The latitude and longitude of the POI are 40.743808 North and 73.982989 West.
 The POI is located at 105 East 29th Street. The postcode of the POI is 10016."
11927,"The name of this POI is Rockefeller Center. The latitude and longitude of the POI are 40.7602 North and 73.977355 West.
 The POI is located at 45 Rockefeller Plaza in New York. The postcode of the POI is 10111."
11928,"The name of this POI is 33 Beekman Street. The latitude and longitude of the POI are 40.710357 North and 74.006072 West.
 The POI is located at 33 Beekman Street in New York. The postcode of the POI is 10038."
11929,"The latitude and longitude of the POI are 40.672306 North and 73.990088 West.
 The POI is located at 433 3rd Avenue. The postcode of the POI is 11215."
11930,"The latitude and longitude of the POI are 40.745405 North and 73.992814 West.
 The POI is located at 130 West 26th Street. The postcode of the POI is 10001."
11931,"The name of this POI is Citi Field. The latitude and longitude of the POI are 40.756544 North and 73.846062 West.
 The POI is located at 41 Seaver Way in Queens. The postcode of the POI is 11368."
11932,"The name of this POI is New York University. The latitude and longitude of the POI are 40.72985 North and 73.998811 West.
 The postcode of the POI is 10012."
11933,"The name of this POI is New Lots Avenue & Van Sinderen Avenue. The latitude and longitude of the POI are 40.65909 North and 73.899515 West.
 The postcode of the POI is 11208."
11934,"The latitude and longitude of the POI are 40.763486 North and 73.808228 West.
 The POI is located at 40-01 157th Street. The postcode of the POI is 11354."
11935,"The latitude and longitude of the POI are 40.68083 North and 73.76331 West.
 The POI is located at 129-21 Merrick Boulevard. The postcode of the POI is 11434."
11936,"The latitude and longitude of the POI are 40.638134 North and 74.07896 West.
 The POI is located at 70 Victory Boulevard. The postcode of the POI is 10301."
11937,"The name of this POI is Court Square. The latitude and longitude of the POI are 40.746103 North and 73.945456 West.
 The postcode of the POI is 11101."
11938,"The latitude and longitude of the POI are 40.749972 North and 73.939426 West.
 The POI is located at 27-00 Queens Plaza South in Long Island City. The postcode of the POI is 11101."
11939,"The name of this POI is New York University. The latitude and longitude of the POI are 40.728733 North and 73.992487 West.
 The postcode of the POI is 10012."
11940,"The latitude and longitude of the POI are 40.632854 North and 74.027189 West.
 The POI is located at 301 73rd Street. The postcode of the POI is 11209."
11941,"The name of this POI is Flushing #2 Municipal Parking Field. The latitude and longitude of the POI are 40.759736 North and 73.832237 West.
 The POI is located at 135-23 39th Avenue in Flushing. The postcode of the POI is 11354."
11942,"The latitude and longitude of the POI are 40.747851 North and 73.994662 West.
 The POI is located at 229 West 28th Street. The postcode of the POI is 10001."
11943,"The name of this POI is 601 West 29th Street. The latitude and longitude of the POI are 40.753137 North and 74.00494 West.
 The POI is located at 601 West 29th Street in New York. The postcode of the POI is 10001."
11944,"The latitude and longitude of the POI are 40.741207 North and 73.919176 West.
 The POI is located at 45-09 47th Avenue. The postcode of the POI is 11104."
11945,"The latitude and longitude of the POI are 40.684996 North and 73.989083 West.
 The POI is located at 178 Hoyt Street. The postcode of the POI is 11201."
11946,"The latitude and longitude of the POI are 40.621496 North and 74.031789 West.
 The POI is located at 8823 3rd Avenue. The postcode of the POI is 11209."
11947,"The name of this POI is Divine Annointing Touch Ministries. The latitude and longitude of the POI are 40.674224 North and 73.729797 West.
 The POI is located at 243-03 Merrick Boulevard. The postcode of the POI is 11422."
11948,"The name of this POI is OKG Jewelry. The latitude and longitude of the POI are 40.764616 North and 73.726115 West.
 The POI is located at 254-29 Horace Harding Expressway in Little Neck. The postcode of the POI is 11362."
11949,"The latitude and longitude of the POI are 40.757741 North and 74.000997 West.
 The postcode of the POI is 10199."
11950,"The latitude and longitude of the POI are 40.546609 North and 74.159821 West.
 The POI is located at 522 Armstrong Avenue. The postcode of the POI is 10312."
11951,"The name of this POI is Broadway Mall Gallery. The latitude and longitude of the POI are 40.794821 North and 73.971579 West.
 The postcode of the POI is 10025."
11952,"The name of this POI is Dunkin' Donuts. The latitude and longitude of the POI are 40.76749 North and 73.73908 West.
 The POI is located at 248-01 Northern Boulevard. The postcode of the POI is 11363."
11953,"The name of this POI is Petco. The latitude and longitude of the POI are 40.613678 North and 73.926312 West.
 The POI is located at 2343 Utica Avenue in Brooklyn. The postcode of the POI is 11234."
11954,"The name of this POI is Ancient Playground. The latitude and longitude of the POI are 40.780829 North and 73.961635 West.
 The postcode of the POI is 10075."
11955,"The latitude and longitude of the POI are 40.76728 North and 73.92215 West.
 The POI is located at 30-05 30th Avenue. The postcode of the POI is 11102."
11956,"The latitude and longitude of the POI are 40.765969 North and 73.745111 West.
 The POI is located at 44-30 Douglaston Parkway. The postcode of the POI is 11363."
11957,"The latitude and longitude of the POI are 40.76217 North and 73.918229 West.
 The POI is located at 37-09 31st Avenue. The postcode of the POI is 11103."
11958,"The latitude and longitude of the POI are 40.752373 North and 73.915216 West.
 The POI is located at 35-00 48th Street. The postcode of the POI is 11101."
11959,"The latitude and longitude of the POI are 40.631803 North and 74.006159 West.
 The POI is located at 1002 62nd Street. The postcode of the POI is 11219."
11960,"The latitude and longitude of the POI are 40.762217 North and 73.925903 West.
 The POI is located at 30-05 Broadway. The postcode of the POI is 11106."
11961,"The latitude and longitude of the POI are 40.704774 North and 73.94186 West.
 The POI is located at 119 Seigel Street. The postcode of the POI is 11206."
11962,"The latitude and longitude of the POI are 40.742205 North and 73.98296 West.
 The POI is located at 102 Lexington Avenue. The postcode of the POI is 10016."
11963,"The name of this POI is Coles Dock Side. The latitude and longitude of the POI are 40.542676 North and 74.142453 West.
 The postcode of the POI is 10308."
11964,"The latitude and longitude of the POI are 40.744136 North and 73.993864 West.
 The POI is located at 132 1/2 West 24th Street. The postcode of the POI is 10011."
11965,"The name of this POI is Truffles Tribeca. The latitude and longitude of the POI are 40.723826 North and 74.010614 West.
 The postcode of the POI is 10005."
11966,"The name of this POI is Phil & Sons. The latitude and longitude of the POI are 40.745675 North and 73.825837 West.
 The POI is located at 57-29 Main Street. The postcode of the POI is 11355."
11967,"The latitude and longitude of the POI are 40.73144 North and 74.006696 West.
 The POI is located at 459 Hudson Street. The postcode of the POI is 10014."
11968,"The name of this POI is Avenue R & Nostrand Avenue. The latitude and longitude of the POI are 40.607396 North and 73.943321 West.
 The postcode of the POI is 11229."
11969,"The name of this POI is Huntersmoon Hall. The latitude and longitude of the POI are 40.796293 North and 73.9705 West.
 The POI is located at 2612 Broadway in New York. The postcode of the POI is 10025."
11970,"The name of this POI is MOMO Hibachi Steak House and Bar. The latitude and longitude of the POI are 40.583657 North and 73.9494 West.
 The POI is located at 1901 Emmons Avenue in Brooklyn. The postcode of the POI is 11235."
11971,"The latitude and longitude of the POI are 40.722593 North and 74.000796 West.
 The POI is located at 460 Broome Street. The postcode of the POI is 10013."
11972,"The latitude and longitude of the POI are 40.748706 North and 73.912843 West.
 The POI is located at 39-01 51st Street. The postcode of the POI is 11377."
11973,"The name of this POI is Brill Building. The latitude and longitude of the POI are 40.76101 North and 73.984448 West.
 The POI is located at 1619 Broadway. The postcode of the POI is 10019."
11974,"The latitude and longitude of the POI are 40.679643 North and 73.955714 West.
 The POI is located at 550 Franklin Avenue. The postcode of the POI is 11238."
11975,"The name of this POI is Craft House. The latitude and longitude of the POI are 40.636457 North and 74.077426 West.
 The POI is located at 60 Van Duzer Street in Staten Island. The postcode of the POI is 10301."
11976,"The name of this POI is Dunkin'. The latitude and longitude of the POI are 40.74248 North and 73.980544 West.
 The POI is located at 412 3rd Avenue in New York. The postcode of the POI is 10016."
11977,"The latitude and longitude of the POI are 40.760889 North and 73.990329 West.
 The POI is located at 371 West 46th Street. The postcode of the POI is 10036."
11978,"The name of this POI is Madman Espresso. The latitude and longitude of the POI are 40.752155 North and 73.991488 West.
 The POI is located at 234 West 35th Street. The postcode of the POI is 10001."
11979,"The name of this POI is Wallach Walk. The latitude and longitude of the POI are 40.776804 North and 73.965111 West.
 The postcode of the POI is 10021."
11980,"The latitude and longitude of the POI are 40.719424 North and 74.010259 West.
 The POI is located at 363 Greenwich Street. The postcode of the POI is 10013."
11981,"The name of this POI is Brown Memorial Baptist Church. The latitude and longitude of the POI are 40.684185 North and 73.965669 West.
 The POI is located at 484 Washington Avenue. The postcode of the POI is 11238."
11982,"The name of this POI is East 96th Street & 3rd Avenue. The latitude and longitude of the POI are 40.785066 North and 73.948929 West.
 The postcode of the POI is 10128."
11983,"The name of this POI is Bay Ridge Parkway. The latitude and longitude of the POI are 40.615779 North and 73.99998 West.
 The postcode of the POI is 11228."
11984,"The latitude and longitude of the POI are 40.786228 North and 73.813877 West.
 The POI is located at 149-61 15th Road. The postcode of the POI is 11357."
